entitlement_id,title,title_id,package_url,platform,content_type
EP9000-PPSA01288_00-ELIZABETHMAID001, Baroque Costume,PPSA01288,https://sgst.prod.dl.playstation.net/sgst/prod/00/np/PPSA01288_00/1db8a953-699b-47e8-8082-799b1eea8118-version.xml,ps5,game
UP9000-PPSA01289_00-ELIZABETHMAID001, Baroque Costume,PPSA01289,https://sgst.prod.dl.playstation.net/sgst/prod/00/np/PPSA01289_00/0c1789e3-10b1-41eb-8ede-c159db8ef1e7-version.xml,ps5,
EB1674-PPSA28209_00-MEITMXWEAPN00001,"""Deluxe"" Thorn & Kepler Yellowjacket Weapon",PPSA28209,https://sgst.prod.dl.playstation.net/sgst/prod/00/np/PPSA28209_00/fe365ac7-4dd3-48ee-9152-d4981daee67a-version.xml,ps5,game
EB1674-PPSA28209_00-MECTXXDRONE00002,"""Exotic"" DC2 Companion Drone Skin",PPSA28209,https://sgst.prod.dl.playstation.net/sgst/prod/00/np/PPSA28209_00/fe365ac7-4dd3-48ee-9152-d4981daee67a-version.xml,ps5,game
EB1674-PPSA28209_00-MECTXXJACOB00002,"""Exotic"" Jacob Vest Skin",PPSA28209,https://sgst.prod.dl.playstation.net/sgst/prod/00/np/PPSA28209_00/fe365ac7-4dd3-48ee-9152-d4981daee67a-version.xml,ps5,game
EB1674-PPSA28209_00-MECTXXSEDAN00002,"""Exotic"" Silva Sedan Vehicle Skin",PPSA28209,https://sgst.prod.dl.playstation.net/sgst/prod/00/np/PPSA28209_00/fe365ac7-4dd3-48ee-9152-d4981daee67a-version.xml,ps5,game
EB1674-PPSA28209_00-MECTXXDRONE00001,"""Future"" DC2 Companion Drone Skin",PPSA28209,https://sgst.prod.dl.playstation.net/sgst/prod/00/np/PPSA28209_00/fe365ac7-4dd3-48ee-9152-d4981daee67a-version.xml,ps5,game
EB1674-PPSA28209_00-MECTXXJACOB00001,"""Future"" Jacob Vest Skin",PPSA28209,https://sgst.prod.dl.playstation.net/sgst/prod/00/np/PPSA28209_00/fe365ac7-4dd3-48ee-9152-d4981daee67a-version.xml,ps5,game
EB1674-PPSA28209_00-MECTXXSEDAN00001,"""Future"" Silva Sedan Vehicle Skin",PPSA28209,https://sgst.prod.dl.playstation.net/sgst/prod/00/np/PPSA28209_00/fe365ac7-4dd3-48ee-9152-d4981daee67a-version.xml,ps5,game
EP0102-PPSA04289_00-BH20000BGMDLC002,"""Original Ver."" Soundtrack Swap",PPSA04289,https://sgst.prod.dl.playstation.net/sgst/prod/00/np/PPSA04289_00/fb052acf-32a6-4152-9847-b39596142059-version.xml,ps5,game
EB1674-PPSA28209_00-MESPASS0DEL00001,"""Premium Pass""",PPSA28209,https://sgst.prod.dl.playstation.net/sgst/prod/00/np/PPSA28209_00/fe365ac7-4dd3-48ee-9152-d4981daee67a-version.xml,ps5,game
EB1674-PPSA28209_00-MECTXXSEDAN00003,"""Stealth"" Silva Sedan Vehicle Skin",PPSA28209,https://sgst.prod.dl.playstation.net/sgst/prod/00/np/PPSA28209_00/fe365ac7-4dd3-48ee-9152-d4981daee67a-version.xml,ps5,game
UP0102-PPSA07411_00-RE4RDLC000000008,'Original Ver.' Soundtrack Swap,PPSA07411,https://sgst.prod.dl.playstation.net/sgst/prod/00/np/PPSA07411_00/1dba2283-d401-4ba8-a562-4ac92fd8fcdb-version.xml,ps5,
EP6665-PPSA03851_00-TLRS0PSAL0000002,1920's Orient-Express Train,PPSA03851,https://sgst.prod.dl.playstation.net/sgst/prod/00/np/PPSA03851_00/53a61dcf-a7ee-4d30-a2b0-465b7d86f9ce-version.xml,ps5,game
EP2402-PPSA29764_00-20THCENTFREEMIUM,20th Century Beauties,PPSA29764,https://sgst.prod.dl.playstation.net/sgst/prod/00/np/PPSA29764_00/9c6616ca-5b3b-4d33-8700-fb948e5bc2f3-version.xml,ps5,game
EP2402-PPSA33536_00-20THCENTUPREMIUM,20th Century Beauties Premium Edition,PPSA33536,https://sgst.prod.dl.playstation.net/sgst/prod/00/np/PPSA33536_00/65fb2afd-eb48-4a1f-8073-c163c991e815-version.xml,ps5,game
UP0006-PPSA06093_00-WRC24CONTENT0000,24 season content,PPSA06093,https://sgst.prod.dl.playstation.net/sgst/prod/00/np/PPSA06093_00/29a305d2-2634-41f0-ae27-adcf1d4551bf-version.xml,ps5,game
UP9000-PPSA14435_00-SCUS945080000000,2Xtreme,PPSA14435,https://sgst.prod.dl.playstation.net/sgst/prod/00/np/PPSA14435_00/0c6042a0-24ff-42a4-8517-32965fd0da6f-version.xml,ps5,game
HP9000-PPSA01318_00-GT7CAR3PACK00009,3-Car Pack,PPSA01318,https://sgst.prod.dl.playstation.net/sgst/prod/00/np/PPSA01318_00/c7059050-bf54-47de-b1c8-b693065f442e-version.xml,ps5,
EP2005-PPSA04584_00-41HOURSGAME00000,41 Hours,PPSA04584,https://sgst.prod.dl.playstation.net/sgst/prod/00/np/PPSA04584_00/1c014291-022d-46a4-b7a8-1a7ddf2f4e38-version.xml,ps5,game
UP6927-PPSA08889_00-9651393086138966,99 Moves,PPSA08889,https://sgst.prod.dl.playstation.net/sgst/prod/00/np/PPSA08889_00/0a30bd6b-064a-4803-a4f5-af66e36cc729-version.xml,ps5,game
UP0177-PPSA06454_00-EX00000000000006,<數位豪華版限定>龍馬外觀「堂島之龍」,PPSA06454,https://sgst.prod.dl.playstation.net/sgst/prod/00/np/PPSA06454_00/09c08341-8fee-4938-85c9-6845b183d504-version.xml,ps5,
EP5049-PPSA30552_00-DIGGINGGAME00000,A Game About Digging A Hole,PPSA30552,https://sgst.prod.dl.playstation.net/sgst/prod/00/np/PPSA30552_00/d5d53dc3-59cc-4b73-9ca7-171009963ffd-version.xml,ps5,game
UP7076-PPSA17847_00-XXXXXXXXXXXXXXXX,A Little To The Left,PPSA17847,https://sgst.prod.dl.playstation.net/sgst/prod/00/np/PPSA17847_00/356365b7-a9d7-4a4c-838d-ba1282240a2d-version.xml,ps5,game
UP4133-PPSA02388_00-APLAGUETALEGAME0,A Plague Tale: Innocence,PPSA02388,https://sgst.prod.dl.playstation.net/sgst/prod/00/np/PPSA02388_00/acc5c571-6615-4061-b337-f5ae49f1b849-version.xml,ps5,game
EP4133-PPSA02387_00-APLAGUETALEGAME0,A Plague Tale: Innocence,PPSA02387,https://sgst.prod.dl.playstation.net/sgst/prod/00/np/PPSA02387_00/451c126d-15ab-4475-bd5b-ede9aab90a5d-version.xml,ps5,
UP4133-PPSA05366_00-APLAGUEOUTBURST0,A Plague Tale: Requiem,PPSA05366,https://sgst.prod.dl.playstation.net/sgst/prod/00/np/PPSA05366_00/90cf9148-4404-4c41-affa-75e56d5ad722-version.xml,ps5,game
EP4133-PPSA02785_00-APLAGUEOUTBURST0,A Plague Tale: Requiem,PPSA02785,https://sgst.prod.dl.playstation.net/sgst/prod/00/np/PPSA02785_00/0bc13c81-25f8-43ee-808b-db1ae73baf9c-version.xml,ps5,
UP6856-PPSA19006_00-AQPBASEGAME00000,A Quiet Place: The Road Ahead,PPSA19006,https://sgst.prod.dl.playstation.net/sgst/prod/00/np/PPSA19006_00/63a37734-b4fc-4feb-bac5-898d60524040-version.xml,ps5,game
UP5258-PPSA12230_00-6374691671740551,A Space for the Unbound,PPSA12230,https://sgst.prod.dl.playstation.net/sgst/prod/00/np/PPSA12230_00/29ce04f7-3a14-4dd1-8a5a-1742326d968a-version.xml,ps5,game
UP2538-PPSA22996_00-AAAAC00000000002,AAA Dynamic Scenes - Tropical Skeleton Dance Dynamic Scene,PPSA22996,https://sgst.prod.dl.playstation.net/sgst/prod/00/np/PPSA22996_00/4b2cb620-d63a-4a40-a799-11eca6ad2500-version.xml,ps5,game
UP4389-PPSA09351_00-AEWRESTLINGPS5US,AEW: Fight Forever,PPSA09351,https://sgst.prod.dl.playstation.net/sgst/prod/00/np/PPSA09351_00/85cabd2b-5cdc-407c-be23-f23a1cfccc9d-version.xml,ps5,game
EP4389-PPSA09352_00-AEWRESTLINGPS5EU,AEW: Fight Forever,PPSA09352,https://sgst.prod.dl.playstation.net/sgst/prod/00/np/PPSA09352_00/fbaf7244-d757-4aec-878b-48dbe878e970-version.xml,ps5,game
UP6665-PPSA09466_00-AFL2300000000000,AFL 23,PPSA09466,https://sgst.prod.dl.playstation.net/sgst/prod/00/np/PPSA09466_00/13d6eac2-cea5-40b4-ad14-515edf72c975-version.xml,ps5,game
UP4399-PPSA02426_00-FS22PSAGIFREEDLC,AGI Pack,PPSA02426,https://sgst.prod.dl.playstation.net/sgst/prod/00/np/PPSA02426_00/34802324-5dc9-403a-9feb-7ba1b990342b-version.xml,ps5,
UP3639-PPSA15961_00-0305768140863711,AK-xolotl,PPSA15961,https://sgst.prod.dl.playstation.net/sgst/prod/00/np/PPSA15961_00/51709404-ade6-4fb2-8ee0-876dfd65e6a1-version.xml,ps5,game
UP7425-PPSA06799_00-9351926314516028,ANIMAL WELL,PPSA06799,https://sgst.prod.dl.playstation.net/sgst/prod/00/np/PPSA06799_00/24613def-66ac-43ce-9a17-b06b0519ebce-version.xml,ps5,game
EP6304-PPSA05926_00-3266474955904375,ANNO: Mutationem,PPSA05926,https://sgst.prod.dl.playstation.net/sgst/prod/00/np/PPSA05926_00/cd806430-25c7-474a-940b-e88b7f131b7d-version.xml,ps5,game
UP6305-PPSA05925_00-7392023519013002,ANNO: Mutationem,PPSA05925,https://sgst.prod.dl.playstation.net/sgst/prod/00/np/PPSA05925_00/b4c75c7d-bcec-465f-8650-7ade014067f0-version.xml,ps5,game
EP6848-PPSA04998_00-4085881659726287,ARC Raiders,PPSA04998,https://sgst.prod.dl.playstation.net/sgst/prod/00/np/PPSA04998_00/afcac925-25a5-4510-aa9d-3d9a3c5bfe6d-version.xml,ps5,game
UP0691-PPSA16810_00-SURVIVALASCENDED,ARK Survival Ascended,PPSA16810,https://sgst.prod.dl.playstation.net/sgst/prod/00/np/PPSA16810_00/0db7668a-98cb-4c61-8967-71d462702977-version.xml,ps5,game
UP0506-PPSA21240_00-SLUS013230000000,ARMORED CORE,PPSA21240,https://sgst.prod.dl.playstation.net/sgst/prod/00/np/PPSA21240_00/1707e7bd-5c99-48d0-a5ef-be22e7ce4f97-version.xml,ps5,game
UP0506-PPSA21312_00-SLUS010300000000,ARMORED CORE MASTER OF ARENA,PPSA21312,https://sgst.prod.dl.playstation.net/sgst/prod/00/np/PPSA21312_00/654677fe-3788-45ad-a489-a8beeafad470-version.xml,ps5,game
UP0506-PPSA21308_00-SLUS006700000000,ARMORED CORE PROJECT PHANTASMA,PPSA21308,https://sgst.prod.dl.playstation.net/sgst/prod/00/np/PPSA21308_00/90e1049b-9507-4da4-bc8d-6e539638d02e-version.xml,ps5,game
EP0700-PPSA06773_00-ARMOREDCORE60000,ARMORED CORE™ VI FIRES OF RUBICON™,PPSA06773,https://sgst.prod.dl.playstation.net/sgst/prod/00/np/PPSA06773_00/fa5f7930-9e6a-485a-986a-3cacb7437f3f-version.xml,ps5,game
UP0700-PPSA06774_00-ARMOREDCORE60000,ARMORED CORE™ VI FIRES OF RUBICON™,PPSA06774,https://sgst.prod.dl.playstation.net/sgst/prod/00/np/PPSA06774_00/5ffef5cf-b1d9-44ce-ab4d-3c381dafec82-version.xml,ps5,
UP9000-PPSA21564_00-0000000000000000,ASTRO BOT,PPSA21564,https://sgst.prod.dl.playstation.net/sgst/prod/00/np/PPSA21564_00/742de6e3-11cf-4122-af56-855bf5d97849-version.xml,ps5,game
